,Product_name,Price,Date,Time
0,TOMMY HILFIGER Men's Plain Regular Fit Polo,"3,749",2019-09-20,16:43:55
1,TOMMY HILFIGER Men's Casual Shirt,"2,249",2019-09-20,16:43:55
2,Tommy Hilfiger 29 Ltrs Grey Laptop Backpack (TH/ANDROIDLAP07),"2,275",2019-09-20,16:43:55
3,U.S. Polo Assn. Men's Polo,734,2019-09-20,16:43:55
4,Katso Men's Cotton T-Shirt (Pack Of 1) (Katso-Hood-Full),290,2019-09-20,16:43:55
5,TOMMY HILFIGER Men's Regular fit T-Shirt,"2,171",2019-09-20,16:43:55
6,TOMMY HILFIGER Men's Regular fit T-Shirt,799,2019-09-20,16:43:55
7,Tommy Hilfiger Men's Striped Regular Fit T-Shirt,"1,299",2019-09-20,16:43:55
8,TOMMY HILFIGER Men's Plain Regular Fit T-Shirt,799,2019-09-20,16:43:55
9,TOMMY HILFIGER Men's Slim fit T-Shirt,"1,160",2019-09-20,16:43:55
10,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,999",2019-09-20,16:43:55
11,TOMMY HILFIGER Men's Plain Regular Fit T-Shirt,799,2019-09-20,16:43:55
12,Tommy Hilfiger Men's Plain Regular Fit Polo,"1,499",2019-09-20,16:43:55
13,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,"1,299",2019-09-20,16:43:55
14,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,450",2019-09-20,16:43:55
15,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,799,2019-09-20,16:43:55
16,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,799,2019-09-20,16:43:55
17,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,799,2019-09-20,16:43:55
18,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,450",2019-09-20,16:43:55
19,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,450",2019-09-20,16:43:55
20,TOMMY HILFIGER Men's Solid Regular Fit T-Shirt,799,2019-09-20,16:43:55
21,Arrow Sport Men's Solid Regular Fit T-Shirt,"1,023",2019-09-20,16:43:55
22,Arrow Sports Men's Polo,"1,253",2019-09-20,16:43:55
23,Arrow Sports Men's Solid Regular Fit T-Shirt,"1,017",2019-09-20,16:43:55
24,Flying Machine Men's Printed Regular fit T-Shirt,779,2019-09-20,16:43:55
25,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,799,2019-09-20,16:43:55
26,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,160",2019-09-20,16:43:55
27,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,799,2019-09-20,16:43:55
28,TOMMY HILFIGER Men's Solid Slim fit Polo,"2,024",2019-09-20,16:43:55
29,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,999,2019-09-20,16:43:55
30,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,099",2019-09-20,16:43:55
31,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,799,2019-09-20,16:43:55
32,TOMMY HILFIGER Men's Printed Regular fit T-Shirt,"2,249",2019-09-20,16:43:55
33,TOMMY HILFIGER Men's Solid Regular Fit Polo,"1,399",2019-09-20,16:43:55
34,TOMMY HILFIGER Men's Slim fit T-Shirt,"1,160",2019-09-20,16:43:55
35,Tommy Hilfiger Men's Printed Regular Fit T-Shirt,999,2019-09-20,16:43:55
36,TOMMY HILFIGER Men's Slim fit T-Shirt,"1,954",2019-09-20,16:43:55
37,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,558",2019-09-20,16:43:55
38,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,953",2019-09-20,16:43:55
39,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,999,2019-09-20,16:43:55
40,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,450",2019-09-20,16:43:55
41,TOMMY HILFIGER Men's Regular fit T-Shirt,"2,171",2019-09-20,16:43:55
42,TOMMY HILFIGER Men's Solid Regular fit T-Shirt,"2,999",2019-09-20,16:43:55
43,TOMMY HILFIGER Men's Printed Regular fit T-Shirt,"2,024",2019-09-20,16:43:55
44,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,"1,499",2019-09-20,16:43:55
45,Tommy Hilfiger Men's Striped Slim Fit Polo,"1,399",2019-09-20,16:43:55
46,TOMMY HILFIGER Men's Plain Slim Fit Polo,"1,299",2019-09-20,16:43:55
47,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,"1,299",2019-09-20,16:43:55
