,Product_name,Price,Date,Time
0,TOMMY HILFIGER Men's Regular fit T-Shirt,"2,171",2019-09-20,1568975682.461374
1,TOMMY HILFIGER Men's Regular fit T-Shirt,799,2019-09-20,1568975682.461374
2,Tommy Hilfiger Men's Striped Regular Fit T-Shirt,"1,299",2019-09-20,1568975682.461374
3,TOMMY HILFIGER Men's Plain Regular Fit T-Shirt,799,2019-09-20,1568975682.461374
4,TOMMY HILFIGER Men's Slim fit T-Shirt,"1,160",2019-09-20,1568975682.461374
5,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,999",2019-09-20,1568975682.461374
6,TOMMY HILFIGER Men's Plain Regular Fit T-Shirt,799,2019-09-20,1568975682.461374
7,Tommy Hilfiger Men's Plain Regular Fit Polo,"1,499",2019-09-20,1568975682.461374
8,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,"1,299",2019-09-20,1568975682.461374
9,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,450",2019-09-20,1568975682.461374
10,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,799,2019-09-20,1568975682.461374
11,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,799,2019-09-20,1568975682.461374
12,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,799,2019-09-20,1568975682.461374
13,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,450",2019-09-20,1568975682.461374
14,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,450",2019-09-20,1568975682.461374
15,TOMMY HILFIGER Men's Solid Regular Fit T-Shirt,799,2019-09-20,1568975682.461374
16,Arrow Sport Men's Solid Regular Fit T-Shirt,"1,023",2019-09-20,1568975682.461374
17,Arrow Sports Men's Solid Regular Fit T-Shirt,"1,164",2019-09-20,1568975682.461374
18,Arrow Sports Men's Polo,"1,253",2019-09-20,1568975682.461374
19,The Blazze 0017 Men's Round Neck Half Sleeve Cotton T-Shirt for Men,399,2019-09-20,1568975682.461374
20,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,799,2019-09-20,1568975682.461374
21,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,160",2019-09-20,1568975682.461374
22,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,799,2019-09-20,1568975682.461374
23,TOMMY HILFIGER Men's Solid Slim fit Polo,"2,024",2019-09-20,1568975682.461374
24,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,999,2019-09-20,1568975682.461374
25,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,099",2019-09-20,1568975682.461374
26,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,799,2019-09-20,1568975682.461374
27,TOMMY HILFIGER Men's Printed Regular fit T-Shirt,"2,249",2019-09-20,1568975682.461374
28,TOMMY HILFIGER Men's Solid Regular Fit Polo,"1,399",2019-09-20,1568975682.461374
29,TOMMY HILFIGER Men's Plain Regular Fit Polo,"1,499",2019-09-20,1568975682.461374
30,TOMMY HILFIGER Men's Slim fit T-Shirt,"1,160",2019-09-20,1568975682.461374
31,TOMMY HILFIGER Men's Slim fit T-Shirt,"1,954",2019-09-20,1568975682.461374
32,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,558",2019-09-20,1568975682.461374
33,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,953",2019-09-20,1568975682.461374
34,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,999,2019-09-20,1568975682.461374
35,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,450",2019-09-20,1568975682.461374
36,TOMMY HILFIGER Men's Regular fit T-Shirt,"2,171",2019-09-20,1568975682.461374
37,TOMMY HILFIGER Men's Solid Regular fit T-Shirt,"2,999",2019-09-20,1568975682.461374
38,TOMMY HILFIGER Men's Printed Regular fit T-Shirt,"2,024",2019-09-20,1568975682.461374
39,Tommy Hilfiger Men's Plain Regular Fit T-Shirt,"1,499",2019-09-20,1568975682.461374
40,Tommy Hilfiger Men's Printed Regular Fit T-Shirt,999,2019-09-20,1568975682.461374
41,TOMMY HILFIGER Men's Plain Slim Fit Polo,"1,299",2019-09-20,1568975682.461374
42,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,"1,299",2019-09-20,1568975682.461374
43,TOMMY HILFIGER Men's Solid Regular fit T-Shirt,"1,349",2019-09-20,1568975682.461374
44,TOMMY HILFIGER Men's Regular fit T-Shirt,"1,450",2019-09-20,1568975682.461374
45,TOMMY HILFIGER Men's Plain Regular fit T-Shirt,"2,529",2019-09-20,1568975682.461374
46,TOMMY HILFIGER Men's Solid Regular fit Polo,"2,474",2019-09-20,1568975682.461374
47,Tommy Hilfiger Men's Plain Regular Fit Polo,"1,499",2019-09-20,1568975682.461374
48,TOMMY HILFIGER Men's Regular fit T-Shirt,"2,170",2019-09-20,1568975682.461374
49,TOMMY HILFIGER Men's Plain Slim fit Polo,"2,849",2019-09-20,1568975682.461374
50,TOMMY HILFIGER Men's Printed Regular Fit T-Shirt,895,2019-09-20,1568975682.461374
51,Tommy Hilfiger Men's Printed Regular Fit T-Shirt,999,2019-09-20,1568975682.461374
52,Furo by Red Chief Blue T-Shirts for Men (F110090 002),599,2019-09-20,1568975682.461374
53,Flying Machine Men's Printed Regular fit T-Shirt,779,2019-09-20,1568975682.461374
54,Broyz Rajput Men Round Neck White T-Shirt,199,2019-09-20,1568975682.461374
